ST	n
ST8549	2
ST8550	4
ST8551	1
ST8552	1
ST8553	3
ST8555	1
ST8556	3
ST8557	3
ST8558	1
ST8559	3
ST8560	4
ST8561	2
ST8562	1
ST8563	1
ST8564	7
ST8565	1
ST8566	3
ST8567	1
ST8569	2
ST8571	1
ST8572	1
ST8573	6
ST8574	15
ST8576	10
ST8577	2
ST8578	9
ST8579	7
ST8580	1
ST8581	1
ST8582	8
ST8583	7
ST8584	2
ST8585	1
ST8586	1
ST8587	3
ST8588	12
ST8589	3
ST8590	10
ST8591	4
ST8592	1
ST8593	1
ST8594	2
ST8595	1
ST8596	1
ST8597	1
ST8598	2
ST8599	1
ST86	127
ST8600	1
ST8601	1
ST8602	4
ST8603	2
ST8604	1
ST8605	1
ST8606	2
ST8607	3
ST8608	5
ST8609	6
ST8610	2
ST8611	9
ST8612	2
ST8613	2
ST8614	1
ST8615	3
ST8616	1
ST8617	1
ST8618	4
ST8619	8
ST8620	1
ST8624	2
ST8625	1
ST8626	1
ST8627	1
ST8629	2
ST8630	13
ST8631	1
ST8632	1
ST8633	1
ST8634	1
ST8635	1
ST8636	3
ST8637	3
ST8638	1
ST8642	1
ST8643	1
ST8644	1
ST8645	8
ST8646	1
ST8647	1
ST8648	2
ST8649	2
ST8650	3
ST8651	2
ST8653	3
ST8657	1
ST8658	1
ST8660	3
ST8662	1
ST8666	7
ST8667	3
ST8668	1
ST867	10
ST8670	1
ST8671	19
ST8673	1
ST8676	1
ST8677	9
ST8678	1
ST8679	1
ST868	3
ST8680	4
ST8681	1
ST8682	2
ST8683	1
ST8684	1
ST8685	2
ST8689	1
ST8690	1
ST8693	1
ST8694	1
ST8695	4
ST8696	2
ST8697	1
ST8698	1
ST8699	2
ST8700	5
ST8701	1
ST8702	2
ST8707	1
ST8708	9
ST8709	1
ST871	47
ST8710	1
ST8712	2
ST8716	6
ST8717	1
ST8744	1
ST8746	4
ST8747	1
ST8748	1
ST8755	2
ST8761	1
ST8763	4
ST8764	2
ST8767	1
ST8768	5
ST877	75
ST8770	2
ST8771	1
ST8773	1
ST8775	1
ST8776	1
ST8777	8
ST8779	1
ST8780	1
ST8781	1
ST8782	1
ST8783	1
ST8787	2
ST8792	1
ST8793	1
ST8794	1
ST8797	1
ST8798	1
ST8799	1
ST88	1041
ST8800	2
ST8801	1
ST8802	4
ST8803	2
ST8804	1
ST8805	1
ST8812	1
ST8813	2
ST8814	1
ST8817	2
ST8818	1
ST8820	2
ST8821	1
ST8823	7
ST8826	1
ST8828	2
ST8834	1
ST8835	3
ST8842	1
ST8843	2
ST8844	1
ST8853	2
ST8854	1
ST8855	3
ST8857	1
ST8862	1
ST8863	5
ST8867	1
ST8868	1
ST8869	1
ST8874	1
ST8876	1
ST8877	1
ST8879	1
ST8881	13
ST8886	1
ST8888	3
ST8889	1
ST8890	3
ST8891	3
ST8892	1
ST8894	1
ST8895	1
ST8896	3
ST8897	1
ST8898	2
ST8906	1
ST8907	3
ST8908	1
ST8909	1
ST8914	1
ST8915	1
ST8917	1
ST8923	1
ST8924	1
ST8925	1
ST8927	3
ST8929	6
ST8930	4
ST8932	1
ST8934	4
ST8935	5
ST8936	1
ST8938	4
ST8947	1
ST8951	7
ST8953	1
ST8954	4
ST8959	4
ST896	1
ST8973	1
ST8977	21
ST8979	1
ST898	65
ST8984	1
ST8986	2
ST8988	2
ST8990	1
ST8995	2
ST8996	1
ST90	368
ST9001	2
ST9002	3
ST9006	1
ST9007	1
ST9008	5
ST9009	1
ST9010	1
ST9012	1
ST9013	1
ST9017	1
ST9019	1
ST9021	3
ST9022	1
ST9024	2
ST9026	1
ST9027	1
ST9028	1
ST9029	1
ST9030	1
ST9031	1
ST9032	1
ST9033	1
ST9034	1
ST9035	1
ST9037	1
ST9040	3
ST9045	1
ST9046	3
ST9056	1
ST9057	1
ST9058	2
ST9059	1
ST906	320
ST9062	1
ST9063	2
ST9065	1
ST9066	6
ST9070	2
ST9071	1
ST9072	1
ST9073	1
ST9074	1
ST9084	2
ST9086	1
ST9089	1
ST9096	2
ST91	30
ST910	21
ST9101	1
ST9111	1
ST9112	1
ST9113	1
ST9116	2
ST9120	2
ST9121	1
ST9122	1
ST9123	1
ST9126	3
ST9127	1
ST9128	1
ST9129	1
ST9130	1
ST9131	1
ST9132	1
ST9133	1
ST9134	1
ST9135	4
ST9136	1
ST9137	1
ST9138	4
ST9140	1
ST9141	1
ST9142	1
ST9143	1
ST9158	2
ST9159	11
ST9161	1
ST9167	1
ST9168	1
ST9170	1
ST9171	1
ST9172	4
ST9173	1
ST9174	1
ST9175	1
ST9181	1
ST9184	3
ST9185	1
ST9186	1
ST9188	1
ST919	25
ST9190	1
ST9191	1
ST9192	1
ST9193	1
ST9194	1
ST9195	2
ST9196	1
ST9197	2
ST9198	1
ST9199	1
ST9203	1
ST9204	1
ST9214	1
ST9216	1
ST9217	2
ST9219	1
ST9220	1
ST9221	1
ST9222	1
ST9223	1
ST9224	1
ST9233	1
ST9236	2
ST9237	3
ST9239	2
ST9241	1
ST925	31
ST9256	1
ST9257	1
ST9259	1
ST9260	1
ST9261	1
ST9263	2
ST9264	1
ST9269	2
ST9270	1
ST9272	1
ST9273	1
ST9274	12
ST9276	1
ST9277	6
ST9278	2
ST9279	2
ST9280	1
ST9281	2
ST9283	3
ST9284	4
ST9285	2
ST9286	2
ST9288	1
ST929	51
ST9290	2
ST9292	1
ST9293	4
ST9295	5
ST9296	5
ST9297	1
ST9298	1
ST93	669
ST9300	1
ST9302	1
ST9303	1
ST9304	1
ST9310	1
ST9313	8
ST9315	1
ST9316	5
ST9326	1
ST9327	2
ST9333	1
ST9334	2
ST9340	1
ST9341	1
ST9342	1
ST9343	2
ST9345	1
ST9346	2
ST9347	1
ST9352	1
ST9353	1
ST9354	1
ST9355	2
ST9368	2
ST937	139
ST9373	2
ST9375	1
ST9377	1
ST9378	8
ST9379	1
ST9380	1
ST9381	1
ST9382	1
ST9383	1
ST9384	1
ST9385	1
ST9386	1
ST9387	1
ST9389	1
ST939	38
ST9390	1
ST9391	1
ST9392	3
ST9393	1
ST9394	1
ST9395	1
ST9396	1
ST9397	1
ST9398	1
ST9399	1
ST94	12
ST940	86
ST9400	1
ST9401	2
ST9402	9
ST9403	2
ST9404	1
ST9405	3
ST9406	2
ST9407	1
ST9408	1
ST9409	1
ST941	9
ST9410	1
ST9411	1
ST9412	3
ST9413	1
ST9414	1
ST9415	1
ST942	27
ST9420	1
ST9421	1
ST9422	3
ST9424	3
ST9425	2
ST9426	2
ST9427	2
ST9429	3
ST9430	1
ST9431	1
ST9432	3
ST9433	2
ST9435	1
ST9436	2
ST9438	1
ST9439	3
ST9440	2
ST9441	15
ST9442	3
ST9443	4
ST9444	1
ST9445	1
ST9446	1
ST9447	2
ST9448	2
ST9449	1
ST9450	1
ST9451	1
ST9452	1
ST9453	2
ST9454	3
ST9455	1
ST9456	2
ST9457	1
ST9458	1
ST9459	4
ST9460	1
ST9461	6
ST9463	4
ST9464	1
ST9465	1
ST947	15
ST9478	1
ST9479	3
ST9480	1
ST9481	2
ST949	63
ST9497	1
ST9498	2
ST9499	1
ST95	1946
ST950	12
ST9500	1
ST9501	1
ST9502	1
ST9503	1
ST9504	1
ST9505	1
ST9506	3
ST9507	2
ST951	2
ST9512	2
ST9513	1
ST9514	2
ST9515	1
ST9516	1
ST9517	1
ST9518	1
ST9519	1
ST9520	1
ST9521	1
ST9522	1
ST9523	1
ST9524	1
ST9525	1
ST9526	1
ST9527	1
ST9528	6
ST9529	3
ST953	12
ST9530	1
ST9531	1
ST9532	1
ST9533	1
ST9534	1
ST9535	1
ST9536	3
ST9537	1
ST9538	1
ST9539	1
ST9540	1
ST9541	3
ST9542	2
ST9543	1
ST9544	1
ST9545	1
ST9546	1
ST9547	3
ST9548	1
ST9549	1
ST955	7
ST9550	1
ST9551	1
ST9552	1
ST9553	1
ST9554	2
ST9555	3
ST9556	1
ST9557	1
ST9558	1
ST9559	2
ST9560	1
ST9561	1
ST9562	3
ST9563	2
ST9564	1
ST9565	1
ST9566	2
ST9567	2
ST9568	1
ST9569	1
ST9570	1
ST9571	2
ST9572	1
ST9573	1
ST9575	5
ST9577	3
ST9578	8
ST9579	1
ST9580	3
ST9581	1
ST9582	2
ST9583	1
ST9584	5
ST9585	1
ST9586	4
ST9587	4
ST9588	2
ST959	1
ST9590	1
ST9591	1
ST9592	4
ST9593	1
ST9594	1
ST9595	1
ST9596	1
ST9597	3
ST9598	3
ST9599	2
ST96	1
ST9600	1
ST9601	1
ST9602	1
ST9603	1
ST9604	1
ST9605	1
ST9606	1
ST9607	2
ST9608	1
ST9609	1
ST961	68
ST9610	1
ST9611	1
ST9612	1
ST9613	1
ST9614	1
ST9615	1
ST9617	1
ST9618	1
ST9619	1
ST962	10
ST9620	1
ST9621	1
ST9622	1
ST9623	1
ST9624	1
ST9625	1
ST9626	1
ST9627	1
ST9628	2
ST9629	1
ST963	226
ST9630	1
ST9631	1
ST9633	1
ST9634	1
ST9635	2
ST9636	1
ST9637	2
ST9638	1
ST9639	1
ST9640	1
ST9641	1
ST9642	2
ST9643	1
ST9644	1
ST9645	1
ST9646	1
ST9647	1
ST9648	3
ST9649	1
ST9650	1
ST9651	2
ST9652	1
ST9654	1
ST9655	1
ST9658	1
ST9659	1
ST9660	1
ST9663	1
ST967	29
ST968	25
ST969	7
ST9693	2
ST9694	1
ST9698	1
ST9699	3
ST9700	11
ST9701	1
ST9704	2
ST9707	3
ST9708	1
ST9709	1
ST971	31
ST9711	3
ST9712	2
ST9713	1
ST9714	2
ST9715	1
ST9716	1
ST9718	1
ST9719	1
ST9720	1
ST9721	5
ST9723	1
ST9724	1
ST973	184
ST9731	1
ST9732	1
ST9734	2
ST974	9
ST9748	1
ST9749	1
ST975	12
ST9757	1
ST9758	1
ST9759	2
ST976	1
ST9760	2
ST9761	1
ST9762	1
ST977	11
ST9771	1
ST9774	2
ST9775	1
ST978	37
ST9788	1
ST9801	1
ST9803	1
ST9804	1
ST9809	1
ST9811	1
ST9812	1
ST9813	1
ST9814	1
ST9815	3
ST9822	1
ST9826	7
ST9827	3
ST9829	1
ST9844	1
ST9850	1
ST9851	1
ST9852	4
ST9853	9
ST9857	5
ST9859	1
ST9860	2
ST9861	1
ST9862	23
ST9863	1
ST9864	1
ST9865	1
ST9866	2
ST9867	1
ST9870	1
ST9873	1
ST9881	1
ST9884	1
ST9888	1
ST9891	1
ST9892	6
ST9893	6
ST9894	7
ST9895	1
ST99	96
ST9917	1
ST9918	2
ST9919	1
ST9920	1
ST9921	2
ST9922	1
ST993	80
ST9933	2
ST9934	1
ST9935	2
ST9936	2
ST9937	3
ST9938	2
ST9939	2
ST994	2
ST9940	2
ST9941	2
ST9942	2
ST9943	2
ST9944	2
ST9945	2
ST9954	1
ST9955	1
ST9956	8
ST9959	1
ST9960	2
ST9961	2
ST9962	6
ST9963	4
ST9964	2
ST9965	2
ST9966	1
ST9967	3
ST9968	1
ST9969	1
ST997	19
ST9970	1
ST9971	1
ST9972	1
ST9973	2
ST9974	1
ST9975	1
ST9976	1
ST9977	1
ST9978	1
ST9979	1
ST998	246
ST9980	1
ST9981	1
ST9982	1
ST9983	1
ST9984	1
ST9985	2
ST9986	1
ST9987	1
ST9988	1
ST9989	1
ST999	6
ST9990	1
ST9991	1
ST9996	1
ST9997	1
